Exchange,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Financials,USSIF_Financials,USSIF_ESG,WaterDataset,CarbonEmissions,GlobalEmissions,HRC,ForestRisk,Headquarters,1a_Sexual_Orientation,1b_Gender_Identity,1c_Contractor_Standards,2a_Spousal_Benefits,2b_Parity_Spousal_Benefits,2c_Trans_Inclusive_Healthcare,3a_Org Competency,3b_ERG,4_Positive_LGBTQ_Engagmt,Negative_LGBTQ_Demerit,2017_CEI_Score,2016_CEI_Score,Fortune_1000_Rank
NYSE,AOI,"Alliance One International, Inc.",11.8,$105.91M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi,1,0,0,0,0,0,1,0,"Morrisville, NC",F,F,F,N,F,N,N,P,P,,55,,912
NYSE,LNT,Alliant Energy Corporation,43.05,$9.95B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt,1,0,0,0,0,0,1,0,"Madison, WI",F,F,F,F,F,N,F,F,F,,90,90,697
NasDaq,MDRX,"Allscripts Healthcare Solutions, Inc.",13.89,$2.51B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx,1,0,0,0,0,0,1,0,"Chicago, IL",P,N,F,N,P,N,N,P,P,,30,30,
NYSE,MO,Altria Group,65.05,$124.8B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo,1,0,0,1,0,1,1,0,"Richmond, VA",F,F,N,F,F,F,N,F,F,,85,85,169
NasDaq,AMZN,"Amazon.com, Inc.",1002.94,$481.79B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn,1,0,0,0,0,1,1,0,"Seattle, WA",F,F,F,F,F,F,N,F,F,,90,85,29
NYSE,AMC,"AMC Entertainment Holdings, Inc.",13.75,$1.8B,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc,1,0,0,0,0,0,1,0,"Leawood, KS",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,AEE,Ameren Corporation,60.41,$14.66B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee,1,0,0,1,0,0,1,0,"St. Louis, MO",F,F,F,F,F,F,F,F,F,,100,90,438
NasDaq,AAL,"American Airlines Group, Inc.",52.7,$25.3B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal,1,0,0,0,1,0,1,0,"Fort Worth, TX",F,F,F,F,F,F,F,F,F,,100,100,70
NYSE,AEO,"American Eagle Outfitters, Inc.",12.99,$2.3B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo,1,0,0,0,0,0,1,0,"Pittsburgh, PA",F,F,F,F,F,F,F,F,F,,100,100,703
NYSE,AEP,"American Electric Power Company, Inc.",73.16,$35.98B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep,1,0,0,1,0,1,1,0,"Columbus, OH",F,F,F,F,F,F,F,F,F,,100,95,184
NYSE,AXP,American Express Company,92.86,$82.09B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp,1,0,0,0,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,88
NYSE,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",152.91,$22.93B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp,1,0,0,0,0,0,1,0,"Minneapolis, MN",F,F,F,F,F,F,F,F,F,,100,100,247
NYSE,ABC,AmerisourceBergen Corporation (Holding Co),79.44,$17.41B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc,1,0,0,0,0,0,1,0,"Chesterbrook, PA",F,F,F,F,F,F,N,F,P,,85,75,16
NasDaq,AMGN,Amgen Inc.,183.01,$133.54B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn,1,0,0,1,0,1,1,0,"Thousand Oaks, CA",F,F,F,F,F,F,F,F,F,,100,90,145
NYSE,APH,Amphenol Corporation,87.2,$26.63B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph,1,0,0,0,0,0,1,0,"Wallingford, CT",N,N,N,N,N,N,N,N,N,,0,,487
NYSE,APC,Anadarko Petroleum Corporation,47.79,$26.78B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc,1,0,0,1,0,1,1,0,"The Woodlands, TX",P,P,N,F,F,N,N,N,N,,40,20,162
NYSE,AXE,Anixter International Inc.,86.15,$2.86B,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe,1,0,0,0,0,0,1,0,"Glenview, IL",P,P,N,N,N,N,N,N,N,,20,20,420
NYSE,AON,Aon plc,149.38,$37.99B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon,1,0,0,0,0,0,1,0,"Chicago, IL",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,APA,Apache Corporation,41.6,$15.85B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa,1,0,0,1,0,1,1,0,"Houston, TX",P,P,N,N,N,N,N,N,N,,20,20,218
NasDaq,AAPL,Apple Inc.,156.99,$810.89B,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl,1,0,0,0,0,1,1,0,"Cupertino, CA",F,F,F,F,F,F,F,F,F,,100,100,5
NasDaq,AMAT,"Applied Materials, Inc.",53.94,$57.53B,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat,1,0,0,1,0,0,1,0,"Santa Clara, CA",F,F,F,F,F,F,N,P,F,,85,80,319
NYSE,ADM,Archer-Daniels-Midland Company,44,$24.75B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm,1,0,0,1,1,1,1,0,"Decatur, IL",F,F,N,F,F,N,N,F,P,,65,35,34
NasDaq,ARRS,ARRIS International plc,27.73,$5.2B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs,1,0,0,0,0,0,1,0,"Suwanee, GA",N,N,N,N,N,N,N,N,N,,0,,492
NYSE,ARW,"Arrow Electronics, Inc.",82.97,$7.32B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw,1,0,0,0,0,0,1,0,"Centennial, CO",F,F,F,F,F,F,N,F,P,,85,75,131
NYSE,ABG,Asbury Automotive Group Inc,57.55,$1.2B,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg,1,0,0,0,0,0,1,0,"Duluth, GA",P,N,N,N,N,N,N,N,N,,10,10,450
NYSE,ASH,Ashland Global Holdings Inc.,66.46,$4.15B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash,1,0,0,1,1,0,1,0,"Covington, KY",F,F,F,F,F,N,N,P,P,,65,65,371
NYSE,AIZ,"Assurant, Inc.",95.71,$5.16B,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz,1,0,0,0,0,0,1,0,"New York, NY",F,F,F,F,F,N,F,F,F,,90,85,285
NYSE,T,AT&T Inc.,35.7,$219.2B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t,1,0,0,1,0,1,1,0,"Dallas, TX",F,F,F,F,F,F,F,F,F,,100,100,12
NasDaq,ATHN,"athenahealth, Inc.",115.42,$4.61B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn,1,0,0,0,0,0,1,0,"Watertown, MA",F,F,F,F,F,F,F,F,P,,95,,
NasDaq,ADSK,"Autodesk, Inc.",119.63,$26.22B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk,1,0,0,0,0,0,1,0,"San Rafael, CA",F,F,F,F,F,F,F,F,F,,100,85,862
NasDaq,ADP,"Automatic Data Processing, Inc.",113.86,$50.6B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp,1,0,0,1,0,1,1,0,"Roseland, NJ",F,F,F,F,F,F,F,F,F,,100,100,251
NYSE,AN,"AutoNation, Inc.",44,$4.18B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an,1,0,0,0,0,0,1,0,"Fort Lauderdale, FL",P,N,N,N,N,N,N,N,N,,10,10,156
NYSE,AZO,"AutoZone, Inc.",599.16,$16.68B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo,1,0,0,0,0,0,1,0,"Memphis, TN",P,P,N,N,N,N,N,N,N,,20,10,307
NYSE,AVY,Avery Dennison Corporation,101.94,$9.01B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy,1,0,0,1,0,0,1,0,"Glendale, CA",P,N,N,N,N,N,N,N,N,,10,10,427
NasDaq,CAR,"Avis Budget Group, Inc.",41.26,$3.41B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car,1,0,0,0,0,0,1,0,"Parsippany, NJ",F,F,F,F,F,F,F,F,P,,95,75,336
NYSE,AVT,"Avnet, Inc.",40.64,$4.96B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt,1,0,0,0,0,0,1,0,"Phoenix, AZ",F,F,F,F,F,F,F,P,N,,80,80,108
NYSE,AVP,"Avon Products, Inc.",2.39,$1.05B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp,1,0,0,0,0,0,1,1,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,322
NYSE,BHGE,"Baker Hughes, a GE company",33.73,$38.63B,2017,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhge,1,0,0,0,0,0,1,0,"Houston, TX",P,P,N,N,N,N,N,N,N,,20,10,119
NYSE,BLL,Ball Corporation,42.35,$14.9B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll,1,0,0,0,0,0,1,0,"Broomfield, CO",F,F,F,F,F,F,F,F,F,,100,100,332
NYSE,BK,Bank Of New York Mellon Corporation (The),54.67,$56.48B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk,1,0,0,0,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,189
NYSE,BAX,Baxter International Inc.,62.82,$34.23B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax,1,0,0,0,0,1,1,0,"Deerfield, IL",F,F,F,F,F,F,F,F,F,,100,100,185
NYSE,BBT,BB&T Corporation,46.7,$37.74B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt,1,0,0,0,0,1,1,0,"Winston-Salem, NC",F,F,F,F,F,F,F,F,F,,100,80,292
NasDaq,BBBY,Bed Bath & Beyond Inc.,21.23,$3.04B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby,1,0,0,0,0,0,1,0,"Union, NJ",P,P,N,N,N,N,N,N,N,,20,20,260
NYSE,BBY,"Best Buy Co., Inc.",55.1,$16.49B,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby,1,0,0,1,0,1,1,1,"Richfield, MN",F,F,F,F,F,F,F,F,F,,100,100,72
NYSE,BIG,"Big Lots, Inc.",51.44,$2.18B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big,1,0,0,0,0,0,1,0,"Columbus, OH",F,F,N,F,F,N,N,P,P,,65,20,501
NasDaq,BIIB,Biogen Inc.,337.64,$71.39B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib,1,0,0,1,0,1,1,0,"Cambridge, MA",F,F,F,F,F,F,F,F,F,,100,100,298
NasDaq,BLMN,"Bloomin&#39; Brands, Inc.",17.63,$1.65B,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn,1,0,0,0,0,0,1,0,"Tampa, FL",F,F,N,F,F,N,F,P,N,,65,65,580
NasDaq,BOBE,"Bob Evans Farms, Inc.",77.27,$1.54B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe,1,0,0,0,0,0,1,0,"New Albany, OH",F,F,F,F,F,N,F,F,F,,90,90,
NYSE,BA,Boeing Company (The),260.74,$154.12B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/ba,1,0,0,0,1,1,1,0,"Chicago, IL",F,F,F,F,F,F,F,F,F,,100,100,27
NYSE,BAH,Booz Allen Hamilton Holding Corporation,38.56,$5.73B,2010,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/bah,1,0,0,0,0,0,1,0,"McLean, VA",F,F,F,F,F,F,F,F,F,,100,100,475
NYSE,BWA,BorgWarner Inc.,51.13,$10.79B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/bwa,1,0,0,0,0,0,1,0,"Auburn Hills, MI",P,P,N,F,F,N,N,N,N,,40,20,347
NYSE,BSX,Boston Scientific Corporation,29.44,$40.4B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bsx,1,0,0,1,0,0,1,0,"Marlborough, MA",F,F,F,F,F,F,F,F,F,,100,100,378
NYSE,BFAM,Bright Horizons Family Solutions Inc.,85.15,$5.04B,2013,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/bfam,1,0,0,0,0,0,1,0,"Watertown, MA",F,F,F,F,F,F,F,F,F,,100,85,
NYSE,BCO,Brink&#39;s Company (The),86.35,$4.36B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/bco,1,0,0,0,0,0,1,0,"Dallas, TX",F,F,F,F,F,F,N,F,P,,80,55,777
NYSE,BMY,Bristol-Myers Squibb Company,65.29,$107.07B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmy,1,0,0,1,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,195
NasDaq,AVGO,Broadcom Limited,247.96,$101.16B,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo,1,0,0,0,0,0,1,0,"Irvine, CA",P,P,N,N,N,N,N,N,N,,20,15,340
NYSE,BR,"Broadridge Financial Solutions, Inc.",82.59,$9.63B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/br,1,0,0,0,0,0,1,0,"Lake Success, NY",F,F,F,F,F,F,F,F,F,,100,100,849
NYSE,BURL,"Burlington Stores, Inc.",89.1,$6.15B,2013,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/burl,1,0,0,0,0,0,1,0,"Burlington, NJ",F,F,N,F,F,N,N,P,N,,55,55,532
NasDaq,CHRW,"C.H. Robinson Worldwide, Inc.",77.26,$10.84B,1997,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/chrw,1,0,0,0,0,0,1,0,"Eden Prairie, MN",P,P,N,N,N,N,N,N,N,,20,20,225
NasDaq,CA,CA Inc.,33.88,$14.27B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ca,1,0,0,0,0,0,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,568
NasDaq,CZR,Caesars Entertainment Corporation,12.15,$4.56B,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr,1,0,0,0,0,0,1,0,"Las Vegas, NV",F,F,F,F,F,F,F,F,F,,100,100,328
NYSE,CPN,Calpine Corporation,14.67,$5.29B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpn,1,0,0,0,0,0,1,0,"Houston, TX",P,N,N,F,P,N,N,P,N,,30,30,353
NYSE,CPB,Campbell Soup Company,46.18,$13.88B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb,1,0,0,1,0,0,1,0,"Camden, NJ",F,F,F,F,F,F,F,F,F,,100,100,342
NYSE,CAH,"Cardinal Health, Inc.",64.96,$20.48B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah,1,0,0,0,0,0,1,0,"Dublin, OH",F,F,F,F,F,F,F,F,F,,100,100,26
NYSE,KMX,CarMax Inc,75.44,$13.75B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx,1,0,0,0,0,0,1,0,"Richmond, VA",F,F,F,F,F,F,F,P,F,,95,95,232
NasDaq,CASY,"Caseys General Stores, Inc.",114.4,$4.34B,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy,1,0,0,0,0,0,1,0,"Ankeny, IA",N,N,N,N,N,N,N,N,N,,0,0,382
NYSE,CAT,"Caterpillar, Inc.",130.71,$77.25B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat,1,0,0,0,1,1,1,0,"Peoria, IL",F,F,F,F,F,N,F,F,F,,90,90,54
NYSE,CBG,"CBRE Group, Inc.",39.59,$13.38B,2004,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg,1,0,0,0,0,0,1,0,"Los Angeles, CA",F,F,F,F,F,F,F,F,F,,100,100,321
NYSE,CBS,CBS Corporation,57,$22.89B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs,1,0,0,0,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,212
NYSE,CE,Celanese Corporation,107.35,$14.76B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce,1,0,0,0,1,0,1,0,"Irving, TX",F,F,F,F,F,N,F,F,F,,90,85,395
NYSE,CNC,Centene Corporation,90.56,$15.62B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc,1,0,0,0,0,0,1,0,"St. Louis, MO",F,F,F,F,F,F,F,F,P,,95,80,186
NYSE,CNP,"CenterPoint Energy, Inc.",29.36,$12.65B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp,1,0,0,0,0,0,1,0,"Houston, TX",P,P,N,N,N,N,N,N,N,,20,10,313
NYSE,CTL,"CenturyLink, Inc.",20.25,$11.13B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl,1,0,0,0,0,1,1,0,"Monroe, LA",F,F,F,F,F,N,N,F,P,,75,75,168
NasDaq,CERN,Cerner Corporation,73.57,$24.39B,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/cern,1,0,0,0,0,0,1,0,"North Kansas City, MO",F,F,F,F,F,N,F,F,P,,85,85,690
NYSE,SCHW,The Charles Schwab Corporation,44.73,$59.9B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw,1,0,0,0,0,1,1,0,"San Francisco, CA",F,F,F,F,F,F,F,F,F,,100,100,435
NasDaq,CHTR,"Charter Communications, Inc.",357.4,$92.17B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr,1,0,0,0,0,0,1,0,"Stamford, CT",F,F,F,F,F,F,F,F,F,,100,10,317
NYSE,CHK,Chesapeake Energy Corporation,3.88,$3.52B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk,1,0,0,0,0,1,1,0,"Oklahoma City, OK",F,F,F,F,F,N,N,P,P,,65,65,142
NYSE,CVX,Chevron Corporation,119.16,$225.81B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx,1,0,0,0,0,1,1,0,"San Ramon, CA",F,F,F,F,F,F,F,F,F,,100,100,3
NYSE,CMG,"Chipotle Mexican Grill, Inc.",326.45,$9.31B,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg,1,0,0,0,0,0,1,0,"Denver, CO",F,F,N,F,F,N,N,P,F,,70,70,611
NYSE,CHH,"Choice Hotels International, Inc.",67.35,$3.81B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh,1,0,0,0,0,0,1,0,"Rockville, MD",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,CI,Cigna Corporation,186.15,$46.87B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci,1,0,0,0,0,0,1,0,"Bloomfield, CT",F,F,F,F,F,F,F,F,F,,100,100,90
NasDaq,CSCO,"Cisco Systems, Inc.",33.47,$165.74B,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco,1,0,0,1,0,1,1,0,"San Jose, CA",F,F,F,F,F,F,F,F,F,,100,100,60
NYSE,C,Citigroup Inc.,72.11,$190.66B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c,1,0,0,0,0,1,1,0,"New York, NY",P,N,N,N,N,N,N,N,N,,10,10,662
NasDaq,CTXS,"Citrix Systems, Inc.",81.47,$12.34B,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs,1,0,0,0,0,0,1,0,"Fort Lauderdale, FL",F,F,F,F,F,F,F,F,F,,100,,725
NYSE,CLX,Clorox Company (The),131.29,$16.92B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx,1,0,0,1,0,0,1,0,"Oakland, CA",F,F,F,F,F,F,F,F,F,,100,100,469
NasDaq,CME,CME Group Inc.,137.31,$46.67B,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,1,0,0,0,0,1,1,0,"Chicago, IL",F,F,F,F,F,F,F,F,P,,95,70,732
NYSE,CNA,CNA Financial Corporation,50.69,$13.74B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna,1,0,0,0,0,0,1,0,"Chicago, IL",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,COH,"Coach, Inc.",39.57,$11.24B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/coh,1,0,0,0,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,535
NasDaq,COKE,Coca-Cola Bottling Co. Consolidated,225.3,$2.1B,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,1,0,0,0,0,0,1,0,"Atlanta, GA",F,F,F,F,F,F,F,F,F,,100,100,63
NasDaq,CTSH,Cognizant Technology Solutions Corporation,74.38,$43.93B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,1,0,0,0,0,1,1,0,"Teaneck, NJ",P,P,N,N,N,N,N,N,N,,20,20,288
NYSE,CL,Colgate-Palmolive Company,75.99,$66.94B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl,1,0,0,1,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,95,179
NYSE,CMA,Comerica Incorporated,75.55,$13.29B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cma,1,0,0,0,0,0,1,0,"Dallas, TX",F,F,F,F,F,F,F,F,F,,100,100,828
NYSE,CMC,Commercial Metals Company,20.78,$2.41B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cmc,1,0,0,0,0,0,1,0,"Irving, TX",P,P,N,N,N,N,N,N,N,,20,20,388
NYSE,CAG,"ConAgra Brands, Inc.",34.33,$14.02B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag,1,0,0,1,1,0,1,0,"Omaha, NE",F,F,F,F,F,F,F,F,F,,100,100,173
NYSE,COP,ConocoPhillips,49.4,$60.12B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop,1,0,0,1,0,1,1,0,"Houston, TX",F,F,F,F,F,N,N,F,F,,80,80,51
NYSE,ED,Consolidated Edison Inc,83.08,$25.4B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed,1,0,0,0,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,P,,95,90,236
NYSE,CVG,Convergys Corporation,25.89,$2.42B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg,1,0,0,0,0,0,1,0,"Cincinnati, OH",F,F,F,F,F,F,F,F,F,,100,100,783
NYSE,COO,"Cooper Companies, Inc. (The)",236,$11.55B,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo,1,0,0,0,0,0,1,0,"Findlay, OH",P,N,N,N,P,N,N,P,N,,20,20,688
NYSE,CLGX,"CoreLogic, Inc.",49.1,$4.14B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx,1,0,0,0,0,0,1,0,"Santa Ana, CA",P,P,F,F,F,N,F,F,P,,70,70,
NasDaq,CORE,"Core-Mark Holding Company, Inc.",33.11,$1.53B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core,1,0,0,0,0,0,1,0,"South San Francisco, CA",N,N,N,N,N,N,N,N,N,,0,0,352
NYSE,GLW,Corning Incorporated,29.74,$26.86B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw,1,0,0,0,0,1,1,0,"Corning, NY",F,F,F,F,F,F,F,F,F,,100,100,297
NasDaq,COST,Costco Wholesale Corporation,159.85,$69.89B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost,1,0,0,0,1,1,1,0,"Issaquah, WA",F,F,N,F,F,N,F,F,N,,70,80,18
NasDaq,CBRL,"Cracker Barrel Old Country Store, Inc.",151.28,$3.64B,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl,1,0,0,0,0,0,1,0,"Lebanon, TN",F,N,N,F,F,N,N,F,P,,55,55,818
NYSE,CCK,"Crown Holdings, Inc.",60.7,$8.19B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck,1,0,0,0,0,0,1,0,"Philadelphia, PA",N,N,N,N,N,N,N,N,N,,0,10,318
NasDaq,CSX,CSX Corporation,52.83,$48.25B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx,1,0,0,1,0,1,1,0,"Jacksonville, FL",F,F,N,F,F,F,F,F,F,,95,75,240
NYSE,CMI,Cummins Inc.,172.62,$28.93B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi,1,0,0,1,1,1,1,0,"Columbus, IN",F,F,F,F,F,F,F,F,F,,100,100,154
NYSE,CVS,CVS Health Corporation,72.6,$73.8B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs,1,0,0,1,0,1,1,0,"Woonsocket, RI",F,F,F,F,F,F,F,F,F,,100,100,10
NYSE,DAN,Dana Incorporated,28.35,$4.1B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan,1,0,0,0,0,0,1,0,"Maumee, OH",F,N,F,N,N,N,N,P,P,,30,30,410
NYSE,DHR,Danaher Corporation,86.84,$60.33B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr,1,0,0,0,0,1,1,0,"Washington, DC",F,F,F,F,F,F,F,F,F,,100,100,147
NYSE,DRI,"Darden Restaurants, Inc.",79.42,$9.82B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri,1,0,0,1,0,0,1,0,"Orlando, FL",F,F,F,F,F,F,F,F,F,,100,100,325
NYSE,DVA,DaVita Inc.,54.73,$10.46B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva,1,0,0,0,0,0,1,0,"Denver, CO",F,F,F,F,F,F,N,P,P,,75,45,231
NYSE,DF,Dean Foods Company,10.66,$969.16M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/df,1,0,0,0,0,0,1,0,"Dallas, TX",P,P,N,F,P,N,N,P,N,,40,40,306
