"Name","Fund Type","Attribute Type","Attribute","Rating","NumCompanies","Avg % Return 3 yr"
"CSIFX - Calvert Balanced Portfolio A","Balanced","Governance","Board Issues","C",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Governance","Executive Pay","C",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Products","Alcohol","C",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Products","Animal Welfare","--",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Products","Defense/Weapons","C",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Products","Gambling","R",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Products","Tobacco","R",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Social","Community Development","P",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Social","Diversity & EEO","C",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Social","Human Rights","C",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Social","Labor Relations","C",1,4.55
"CSIFX - Calvert Balanced Portfolio A","Balanced","Social","Sudan","X",1,4.55
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Environmental","Environment","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Governance","Board Issues","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Governance","Executive Pay","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Products","Alcohol","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Products","Animal Welfare","R",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Products","Defense/Weapons","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Products","Gambling","R",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Products","Tobacco","R",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Social","Community Development","P",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Social","Human Rights","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Social","Labor Relations","C",1,3.00
"CSIYX - Calvert Bond Portfolio Y","Bond (Fixed Inc)","Social","Sudan","X",1,3.00
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Environmental","Climate/Clean Technology","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Environmental","Environment","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Environmental","Pollution/Toxics","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Governance","Board Issues","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Governance","Executive Pay","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Products","Alcohol","R",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Products","Animal Welfare","R",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Products","Defense/Weapons","R",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Products","Gambling","R",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Products","Tobacco","R",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Social","Community Development","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Social","Diversity & EEO","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Social","Human Rights","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Social","Labor Relations","C",1,9.22
"CSVIX - Calvert Small Cap Fund I","Equity Mid-sm Cap","Social","Sudan","--",1,9.22
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Environmental","Environment","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Environmental","Pollution/Toxics","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Governance","Board Issues","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Governance","Executive Pay","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Products","Alcohol","R",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Products","Animal Welfare","R",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Products","Defense/Weapons","R",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Products","Gambling","R",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Products","Tobacco","R",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Social","Community Development","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Social","Diversity & EEO","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Social","Human Rights","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Social","Labor Relations","C",1,9.05
"CSXAX - Calvert U.S. Large Cap Core Responsible Index Fund A","Equity Large Cap","Social","Sudan","--",1,9.05
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Environmental","Environment","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Environmental","Pollution/Toxics","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Governance","Board Issues","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Governance","Executive Pay","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Products","Alcohol","R",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Products","Animal Welfare","R",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Products","Defense/Weapons","R",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Products","Gambling","R",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Products","Tobacco","R",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Social","Community Development","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Social","Diversity & EEO","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Social","Human Rights","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Social","Labor Relations","C",1,8.23
"CSXCX - Calvert U.S. Large Cap Core Responsible Index Fund C","Equity Large Cap","Social","Sudan","--",1,8.23
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Products","Alcohol","R",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Products","Animal Welfare","R",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Products","Gambling","R",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Products","Tobacco","R",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Social","Community Development","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Social","Human Rights","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.00
"CTTCX - Calvert Tax-Free Bond Fund C","Bond (Fixed Inc)","Social","Sudan","--",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Products","Alcohol","R",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Products","Animal Welfare","R",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Products","Gambling","R",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Products","Tobacco","R",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Social","Community Development","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Social","Human Rights","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.00
"CTTIX - Calvert Tax-Free Bond Fund I","Bond (Fixed Inc)","Social","Sudan","--",1,0.00
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Environmental","Environment","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Governance","Board Issues","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Governance","Executive Pay","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Products","Alcohol","R",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Products","Animal Welfare","R",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Products","Gambling","R",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Products","Tobacco","R",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Social","Community Development","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Social","Human Rights","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Social","Labor Relations","C",1,2.48
"CTTLX - Calvert Tax-Free Bond Fund A","Bond (Fixed Inc)","Social","Sudan","--",1,2.48
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Products","Alcohol","R",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Products","Animal Welfare","R",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Products","Gambling","R",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Products","Tobacco","R",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Social","Community Development","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Social","Human Rights","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.00
"CTTYX - Calvert Tax-Free Bond Fund Y","Bond (Fixed Inc)","Social","Sudan","--",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Products","Alcohol","R",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Products","Animal Welfare","R",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Products","Gambling","R",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Products","Tobacco","R",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Social","Community Development","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Social","Human Rights","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.00
"CUBAX - Calvert Unconstrained Bond Fund A","Bond (Fixed Inc)","Social","Sudan","--",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Products","Alcohol","R",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Products","Animal Welfare","R",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Products","Gambling","R",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Products","Tobacco","R",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Social","Community Development","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Social","Human Rights","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.00
"CUBCX - Calvert Unconstrained Bond Fund C","Bond (Fixed Inc)","Social","Sudan","--",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Products","Alcohol","R",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Products","Animal Welfare","R",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Products","Gambling","R",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Products","Tobacco","R",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Social","Community Development","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Social","Human Rights","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.00
"CUBIX - Calvert Unconstrained Bond Fund I","Bond (Fixed Inc)","Social","Sudan","--",1,0.00
"CUBYX - Calvert Unconstrained Bond Fund Y","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,0.00
"CUBYX - Calvert Unconstrained Bond Fund Y","Bond (Fixed Inc)","Environmental","Environment","C",1,0.00
