"Name","Fund Type","Attribute Type","Attribute","Rating","Count","Avg % 3 yr","Avg % 1 yr","Avg % 5 yr","Avg % 10 yr","Mgmt Fee %","Exp Ratio %","AUM (US$ millions)"
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Products","Alcohol","R",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Products","Animal Welfare","R",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Products","Defense/Weapons","R",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Products","Gambling","R",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Products","Tobacco","R",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Social","Community Development","C",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Social","Diversity & EEO","C",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Social","Human Rights","C",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Social","Labor Relations","C",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAAAX - Calvert Aggressive Allocation Fund A","Equity Specialty","Social","Sudan","--",1,6.81,15.84,11.21,4.92,0.00,1.26,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Environmental","Climate/Clean Technology","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Environmental","Environment","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Environmental","Pollution/Toxics","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Governance","Board Issues","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Governance","Executive Pay","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Products","Alcohol","R",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Products","Animal Welfare","R",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Products","Defense/Weapons","R",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Products","Gambling","R",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Products","Tobacco","R",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Social","Community Development","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Social","Diversity & EEO","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Social","Human Rights","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Social","Labor Relations","C",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAACX - Calvert Aggressive Allocation Fund C","Equity Specialty","Social","Sudan","--",1,5.84,15.02,10.08,3.69,0.00,2.01,135.17
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","--",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Environmental","Environment","P",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","--",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Governance","Board Issues","P",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Governance","Executive Pay","--",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Products","Alcohol","--",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Products","Animal Welfare","--",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Products","Defense/Weapons","X",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Products","Gambling","--",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Products","Tobacco","X",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Social","Community Development","P",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Social","Diversity & EEO","P",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Social","Human Rights","--",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Social","Labor Relations","--",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAAPX - Ariel Appreciation Fund","Equity Mid-Sm Cap","Social","Sudan","X",1,4.38,8.28,13.46,7.82,0.69,1.12,1679.04
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Environmental","Climate/Clean Technology","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Environmental","Environment","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Environmental","Pollution/Toxics","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Governance","Board Issues","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Governance","Executive Pay","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Products","Alcohol","R",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Products","Animal Welfare","R",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Products","Defense/Weapons","R",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Products","Gambling","R",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Products","Tobacco","R",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Social","Community Development","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Social","Diversity & EEO","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Social","Human Rights","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Social","Labor Relations","C",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CAEIX - Calvert Global Energy Solutions Fund I","Int'l Global","Social","Sudan","--",1,-2.45,15.49,7.73,-6.73,0.87,1.40,84.47
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Environmental","Climate/Clean Technology","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Environmental","Environment","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Environmental","Pollution/Toxics","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Governance","Board Issues","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Governance","Executive Pay","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Products","Alcohol","R",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Products","Animal Welfare","R",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Products","Defense/Weapons","R",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Products","Gambling","R",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Products","Tobacco","R",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Social","Community Development","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Social","Diversity & EEO","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Social","Human Rights","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Social","Labor Relations","C",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CALCX - Calvert Conservative Allocation Fund C","Equity Specialty","Social","Sudan","--",1,3.42,6.69,4.99,3.86,0.00,1.80,184.14
"CBAIX - Calvert Balanced Portfolio I","Balanced","Environmental","Climate/Clean Technology","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Environmental","Environment","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Environmental","Pollution/Toxics","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Governance","Board Issues","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Governance","Executive Pay","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Products","Alcohol","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Products","Animal Welfare","--",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Products","Defense/Weapons","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Products","Gambling","R",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Products","Tobacco","R",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Social","Community Development","P",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Social","Diversity & EEO","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Social","Human Rights","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Social","Labor Relations","C",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAIX - Calvert Balanced Portfolio I","Balanced","Social","Sudan","X",1,4.97,8.30,8.12,5.45,0.52,0.62,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Environmental","Climate/Clean Technology","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Environmental","Environment","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Environmental","Pollution/Toxics","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Governance","Board Issues","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Governance","Executive Pay","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Products","Alcohol","R",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Products","Animal Welfare","R",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Products","Defense/Weapons","R",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Products","Gambling","R",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Products","Tobacco","R",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Social","Community Development","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Social","Diversity & EEO","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Social","Human Rights","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Social","Labor Relations","C",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Social","Sudan","--",1,4.78,8.16,0.00,0.00,0.52,0.73,686.48
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Environmental","Environment","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Governance","Board Issues","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Governance","Executive Pay","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Alcohol","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Defense/Weapons","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Gambling","R",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Tobacco","R",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Community Development","P",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Human Rights","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Labor Relations","C",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Sudan","X",1,3.17,2.06,2.98,4.48,0.47,0.51,937.61
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Environmental","Environment","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Governance","Board Issues","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Alcohol","R",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Gambling","R",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Tobacco","R",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Community Development","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Human Rights","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Labor Relations","C",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Sudan","--",1,1.98,8.30,7.99,5.96,0.77,1.96,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Environmental","Environment","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Governance","Board Issues","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Alcohol","R",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Gambling","R",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Tobacco","R",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Community Development","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Human Rights","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Labor Relations","C",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Sudan","--",1,2.75,9.05,8.82,6.79,0.77,1.21,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Environmental","Environment","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Governance","Board Issues","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Alcohol","R",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Gambling","R",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Tobacco","R",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Community Development","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Human Rights","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Labor Relations","C",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Sudan","--",1,3.00,9.33,9.06,0.00,0.77,0.96,255.46
